mRNA_ID	Length
Pavir.1KG540600.2.v5.1	2604
Pavir.1KG540700.3.v5.1	1109
Pavir.1KG540800.1.v5.1	1884
Pavir.1KG540900.4.v5.1	1362
Pavir.1KG541000.1.v5.1	665
Pavir.1KG541100.1.v5.1	1051
Pavir.1KG541300.1.v5.1	772
Pavir.1KG541400.2.v5.1	1138
Pavir.1KG541500.1.v5.1	1717
Pavir.1KG541600.2.v5.1	2842
Pavir.1KG541700.2.v5.1	1936
Pavir.1KG541800.4.v5.1	1466
Pavir.1KG541900.1.v5.1	3216
Pavir.1KG542300.1.v5.1	3880
Pavir.1KG542400.1.v5.1	1624
Pavir.1KG542500.6.v5.1	5028
Pavir.1KG542566.1.v5.1	666
Pavir.1KG542632.1.v5.1	3688
Pavir.1KG542698.1.v5.1	443
Pavir.1KG542764.1.v5.1	1612
Pavir.1KG542830.1.v5.1	945
Pavir.1KG542900.1.v5.1	4114
Pavir.1KG543033.1.v5.1	794
Pavir.1KG543166.1.v5.1	432
Pavir.1KG543300.3.v5.1	858
Pavir.1KG543400.2.v5.1	2910
Pavir.1KG543500.1.v5.1	887
Pavir.1KG543600.1.v5.1	1698
Pavir.1KG543700.4.v5.1	5268
Pavir.1KG543750.1.v5.1	705
Pavir.1KG543800.6.v5.1	4116
Pavir.1KG543900.2.v5.1	2340
Pavir.1KG544000.3.v5.1	1769
Pavir.1KG544100.3.v5.1	2275
Pavir.1KG544200.4.v5.1	2486
Pavir.1KG544300.3.v5.1	1369
Pavir.1KG544450.4.v5.1	1872
Pavir.1KG544600.4.v5.1	1978
Pavir.1KG544700.5.v5.1	1348
Pavir.1KG544901.1.v5.1	384
Pavir.1KG545101.1.v5.1	1128
Pavir.1KG545300.1.v5.1	814
Pavir.1KG545400.1.v5.1	1283
Pavir.1KG545550.2.v5.1	585
Pavir.1KG545700.1.v5.1	1292
Pavir.1KG545800.3.v5.1	1379
Pavir.1KG545900.14.v5.1	4440
Pavir.1KG546000.8.v5.1	3356
Pavir.1KG546100.10.v5.1	1674
Pavir.1KG546150.1.v5.1	378
Pavir.1KG546200.1.v5.1	2718
Pavir.1KG546300.1.v5.1	3855
Pavir.1KG546400.2.v5.1	994
Pavir.1KG546500.2.v5.1	1632
Pavir.1KG546600.3.v5.1	1086
Pavir.1KG546700.4.v5.1	3764
Pavir.1KG546800.1.v5.1	1944
Pavir.1KG546900.2.v5.1	3183
Pavir.1KG546950.1.v5.1	1097
Pavir.1KG547001.1.v5.1	1784
Pavir.1KG547100.1.v5.1	1659
Pavir.1KG547200.7.v5.1	3670
Pavir.1KG547300.1.v5.1	1109
Pavir.1KG547400.1.v5.1	1588
Pavir.1KG547500.1.v5.1	516
Pavir.1KG547700.2.v5.1	2115
Pavir.1KG547900.1.v5.1	1691
Pavir.1KG548001.1.v5.1	514
Pavir.1KG548100.1.v5.1	1365
Pavir.1KG548125.1.v5.1	1065
Pavir.1KG548150.1.v5.1	807
Pavir.1KG548175.2.v5.1	2065
Pavir.1KG548200.9.v5.1	3117
Pavir.1KG548300.4.v5.1	1424
Pavir.1KG548350.1.v5.1	747
Pavir.1KG548401.1.v5.1	762
Pavir.1KG548451.1.v5.1	762
Pavir.1KG548500.1.v5.1	1618
Pavir.1KG548600.1.v5.1	3760
Pavir.1KG548700.6.v5.1	1107
Pavir.1KG548801.1.v5.1	958
Pavir.1KG548900.2.v5.1	2886
Pavir.1KG549000.1.v5.1	1736
Pavir.1KG549050.1.v5.1	2151
Pavir.1KG549101.1.v5.1	114
Pavir.1KG549151.1.v5.1	1432
Pavir.1KG549200.2.v5.1	2675
Pavir.1KG549300.1.v5.1	1307
Pavir.1KG549400.1.v5.1	252
Pavir.1KG549500.2.v5.1	5589
Pavir.1KG549600.1.v5.1	1544
Pavir.1KG549700.1.v5.1	1131
Pavir.1KG549801.3.v5.1	1178
Pavir.1KG549900.1.v5.1	2230
Pavir.1KG550000.2.v5.1	2198
Pavir.1KG550100.1.v5.1	490
Pavir.1KG550200.1.v5.1	1083
Pavir.1KG550300.1.v5.1	912
Pavir.1KG550350.1.v5.1	841
Pavir.1KG550400.2.v5.1	865
Pavir.1KG550500.5.v5.1	2902
Pavir.1KG550600.3.v5.1	1762
Pavir.1KG550800.1.v5.1	481
Pavir.1KG550900.1.v5.1	746
Pavir.1KG551200.3.v5.1	2907
Pavir.1KG551300.4.v5.1	1975
Pavir.1KG551350.1.v5.1	549
Pavir.1KG551400.2.v5.1	1533
Pavir.1KG551450.1.v5.1	306
Pavir.1KG551500.3.v5.1	2416
Pavir.1KG551800.1.v5.1	2097
Pavir.1KG551901.1.v5.1	789
Pavir.1KG552001.5.v5.1	3004
Pavir.1KG552101.1.v5.1	1384
Pavir.1KG552200.1.v5.1	2235
Pavir.1KG552300.1.v5.1	1698
Pavir.1KG552400.1.v5.1	1752
Pavir.1KG552550.1.v5.1	1035
Pavir.1KG552700.1.v5.1	666
Pavir.1KG552801.1.v5.1	237
Pavir.1KG552900.12.v5.1	4277
Pavir.1KG553000.6.v5.1	1772
Pavir.1KG553050.1.v5.1	1106
Pavir.1KG553100.13.v5.1	4142
Pavir.1KG553300.1.v5.1	2361
Pavir.1KG553400.3.v5.1	3754
Pavir.1KG553500.2.v5.1	1328
Pavir.1KG553600.1.v5.1	1903
Pavir.1KG553800.3.v5.1	2222
Pavir.1KG553900.2.v5.1	1122
Pavir.1KG554000.1.v5.1	631
Pavir.1KG554101.1.v5.1	2110
Pavir.1KG554200.1.v5.1	2570
Pavir.1KG554300.2.v5.1	384
Pavir.1KG554433.1.v5.1	570
Pavir.1KG554566.1.v5.1	3351
Pavir.1KG554700.1.v5.1	784
Pavir.1KG554800.3.v5.1	1811
Pavir.1KG554833.1.v5.1	1397
Pavir.1KG554900.1.v5.1	2641
Pavir.1KG555100.1.v5.1	6991
Pavir.1KG555300.1.v5.1	3184
Pavir.1KG555400.1.v5.1	1553
Pavir.1KG555500.1.v5.1	1942
Pavir.1KG555700.1.v5.1	1254
Pavir.1KG555800.7.v5.1	3849
Pavir.1KG555900.1.v5.1	3979
Pavir.1KG556000.1.v5.1	710
Pavir.1KG556100.1.v5.1	2371
Pavir.1KG556500.1.v5.1	3459
Pavir.1KG556566.1.v5.1	1758
Pavir.1KG556600.1.v5.1	630
Pavir.1KG556700.1.v5.1	510
Pavir.1KG556900.2.v5.1	4103
Pavir.1KG557000.1.v5.1	2177
Pavir.1KG557101.1.v5.1	342
Pavir.1KG557200.2.v5.1	1394
Pavir.1KG557300.1.v5.1	3000
Pavir.1KG557400.4.v5.1	1735
Pavir.1KG557500.2.v5.1	1531
Pavir.1KG557700.1.v5.1	642
Pavir.1KG557800.1.v5.1	696
Pavir.1KG557820.1.v5.1	468
Pavir.1KG557840.1.v5.1	393
Pavir.1KG557860.1.v5.1	684
Pavir.1KG557880.1.v5.1	341
Pavir.1KG557900.2.v5.1	1143
Pavir.1KG558001.2.v5.1	838
Pavir.1KG558100.6.v5.1	1399
Pavir.1KG558300.2.v5.1	1093
Pavir.1KG558401.1.v5.1	720
Pavir.1KG558501.1.v5.1	1134
Pavir.1KG558601.1.v5.1	381
Pavir.1NG000100.9.v5.1	3288
Pavir.1NG000200.1.v5.1	1749
Pavir.1NG000300.1.v5.1	1301
Pavir.1NG000400.2.v5.1	1917
Pavir.1NG000500.1.v5.1	2135
Pavir.1NG000600.1.v5.1	1330
Pavir.1NG000700.1.v5.1	911
Pavir.1NG000800.1.v5.1	2788
Pavir.1NG001000.7.v5.1	2696
Pavir.1NG001073.1.v5.1	848
Pavir.1NG001100.11.v5.1	3623
Pavir.1NG001200.2.v5.1	4242
Pavir.1NG001300.1.v5.1	965
Pavir.1NG001500.2.v5.1	570
Pavir.1NG001600.1.v5.1	1685
Pavir.1NG001800.1.v5.1	1656
Pavir.1NG001900.1.v5.1	1436
Pavir.1NG002100.3.v5.1	1234
Pavir.1NG002300.1.v5.1	2858
Pavir.1NG002500.1.v5.1	1879
Pavir.1NG002600.5.v5.1	1266
Pavir.1NG002673.1.v5.1	453
Pavir.1NG002700.2.v5.1	1238
Pavir.1NG002800.3.v5.1	5389
Pavir.1NG002900.1.v5.1	159
Pavir.1NG003000.1.v5.1	681
Pavir.1NG003100.2.v5.1	4603
Pavir.1NG003200.2.v5.1	1503
Pavir.1NG003300.1.v5.1	1456
Pavir.1NG003446.1.v5.1	855
Pavir.1NG003500.2.v5.1	2382
Pavir.1NG003700.2.v5.1	2483
Pavir.1NG003800.2.v5.1	3386
Pavir.1NG004000.1.v5.1	1397
Pavir.1NG004073.1.v5.1	2024
Pavir.1NG004100.1.v5.1	1710
Pavir.1NG004200.1.v5.1	1505
Pavir.1NG004300.1.v5.1	1659
Pavir.1NG004400.1.v5.1	8408
Pavir.1NG004573.2.v5.1	1263
Pavir.1NG004700.2.v5.1	1950
Pavir.1NG005000.5.v5.1	1879
Pavir.1NG005473.1.v5.1	540
Pavir.1NG005773.1.v5.1	621
Pavir.1NG005800.1.v5.1	1799
Pavir.1NG005900.2.v5.1	966
Pavir.1NG006000.2.v5.1	1265
Pavir.1NG006100.2.v5.1	1561
Pavir.1NG006200.1.v5.1	1695
Pavir.1NG006300.8.v5.1	2990
Pavir.1NG006400.1.v5.1	1085
Pavir.1NG006500.1.v5.1	2057
Pavir.1NG006546.1.v5.1	1652
Pavir.1NG006800.1.v5.1	3462
Pavir.1NG007000.3.v5.1	2566
Pavir.1NG007200.1.v5.1	1497
Pavir.1NG007300.2.v5.1	2951
Pavir.1NG007573.1.v5.1	2383
Pavir.1NG007773.1.v5.1	1749
Pavir.1NG007800.1.v5.1	5612
Pavir.1NG008000.1.v5.1	7103
Pavir.1NG008073.2.v5.1	2820
Pavir.1NG008100.1.v5.1	3650
Pavir.1NG008200.1.v5.1	2378
Pavir.1NG008300.1.v5.1	285
Pavir.1NG008400.1.v5.1	595
Pavir.1NG008500.1.v5.1	3595
Pavir.1NG008600.2.v5.1	3034
Pavir.1NG008700.1.v5.1	1521
Pavir.1NG008800.3.v5.1	1556
Pavir.1NG008846.1.v5.1	696
Pavir.1NG008900.1.v5.1	1767
Pavir.1NG008973.1.v5.1	606
Pavir.1NG009000.7.v5.1	7574
Pavir.1NG009200.2.v5.1	792
Pavir.1NG009300.2.v5.1	2480
Pavir.1NG009400.4.v5.1	2008
Pavir.1NG009600.5.v5.1	2068
Pavir.1NG009673.1.v5.1	367
Pavir.1NG009700.1.v5.1	879
Pavir.1NG009773.3.v5.1	2003
Pavir.1NG009800.7.v5.1	1336
Pavir.1NG009900.2.v5.1	1691
Pavir.1NG010000.7.v5.1	3192
Pavir.1NG010019.4.v5.1	3056
Pavir.1NG010038.1.v5.1	1193
Pavir.1NG010057.1.v5.1	1122
Pavir.1NG010200.2.v5.1	2746
Pavir.1NG010300.1.v5.1	861
Pavir.1NG010400.1.v5.1	930
Pavir.1NG010446.1.v5.1	723
Pavir.1NG010500.9.v5.1	2034
Pavir.1NG010600.7.v5.1	3164
Pavir.1NG010673.1.v5.1	644
Pavir.1NG010700.2.v5.1	2094
Pavir.1NG010800.1.v5.1	2664
Pavir.1NG010900.3.v5.1	4307
Pavir.1NG011000.1.v5.1	1025
Pavir.1NG011100.7.v5.1	3514
Pavir.1NG011200.2.v5.1	1904
Pavir.1NG011219.1.v5.1	1905
Pavir.1NG011300.1.v5.1	993
Pavir.1NG011373.2.v5.1	1590
Pavir.1NG011400.1.v5.1	3907
Pavir.1NG011446.1.v5.1	1242
Pavir.1NG011500.1.v5.1	1281
Pavir.1NG011673.1.v5.1	2624
Pavir.1NG011700.1.v5.1	2002
Pavir.1NG011800.2.v5.1	1196
Pavir.1NG015833.1.v5.1	489
Pavir.1NG016700.2.v5.1	477
Pavir.1NG017200.3.v5.1	2167
Pavir.1NG017300.1.v5.1	1604
Pavir.1NG017400.5.v5.1	3393
Pavir.1NG017500.1.v5.1	2983
Pavir.1NG017600.1.v5.1	282
Pavir.1NG017800.1.v5.1	207
Pavir.1NG017900.1.v5.1	2071
Pavir.1NG018500.1.v5.1	1896
Pavir.1NG018600.1.v5.1	882
Pavir.1NG018700.1.v5.1	1365
Pavir.1NG018800.1.v5.1	754
Pavir.1NG018900.3.v5.1	563
Pavir.1NG019100.2.v5.1	2878
Pavir.1NG019300.1.v5.1	1560
Pavir.1NG019400.1.v5.1	2325
Pavir.1NG019500.1.v5.1	2976
Pavir.1NG019536.1.v5.1	1221
Pavir.1NG019600.2.v5.1	1635
Pavir.1NG019636.1.v5.1	2928
Pavir.1NG019672.1.v5.1	937
Pavir.1NG019800.1.v5.1	1500
Pavir.1NG019900.1.v5.1	1089
Pavir.1NG019978.1.v5.1	1080
Pavir.1NG020000.1.v5.1	1668
Pavir.1NG020100.2.v5.1	2473
Pavir.1NG020136.1.v5.1	393
Pavir.1NG020178.1.v5.1	807
Pavir.1NG020278.1.v5.1	540
Pavir.1NG020300.2.v5.1	1531
Pavir.1NG020336.1.v5.1	1068
Pavir.1NG020600.2.v5.1	1662
Pavir.1NG020636.1.v5.1	318
Pavir.1NG020672.1.v5.1	504
Pavir.1NG020708.1.v5.1	321
Pavir.1NG020744.1.v5.1	339
Pavir.1NG020780.1.v5.1	303
Pavir.1NG020800.1.v5.1	4290
Pavir.1NG020816.1.v5.1	330
Pavir.1NG020836.1.v5.1	4065
Pavir.1NG020852.1.v5.1	916
Pavir.1NG020872.1.v5.1	447
Pavir.1NG020888.1.v5.1	1442
Pavir.1NG020900.1.v5.1	2772
Pavir.1NG020908.1.v5.1	432
Pavir.1NG020924.1.v5.1	999
Pavir.1NG020944.1.v5.1	1296
Pavir.1NG020960.1.v5.1	2115
Pavir.1NG020996.1.v5.1	1119
Pavir.1NG021032.2.v5.1	729
Pavir.1NG021068.1.v5.1	1353
Pavir.1NG021100.3.v5.1	4023
Pavir.1NG021104.1.v5.1	2270
Pavir.1NG021136.1.v5.1	519
Pavir.1NG021140.10.v5.1	1868
Pavir.1NG021172.1.v5.1	1655
Pavir.1NG021176.1.v5.1	2136
Pavir.1NG021200.2.v5.1	3108
Pavir.1NG021236.1.v5.1	693
Pavir.1NG021278.1.v5.1	273
Pavir.1NG021478.1.v5.1	111
Pavir.1NG021600.3.v5.1	990
Pavir.1NG021700.2.v5.1	6740
Pavir.1NG021800.2.v5.1	1883
Pavir.1NG021878.1.v5.1	468
Pavir.1NG021900.1.v5.1	654
Pavir.1NG022000.6.v5.1	4634
Pavir.1NG022078.1.v5.1	397
Pavir.1NG022200.2.v5.1	2889
Pavir.1NG022300.1.v5.1	2183
Pavir.1NG022500.1.v5.1	2980
Pavir.1NG022578.1.v5.1	1192
Pavir.1NG022600.5.v5.1	966
Pavir.1NG022636.1.v5.1	582
Pavir.1NG022700.1.v5.1	3833
Pavir.1NG022756.1.v5.1	1458
Pavir.1NG022800.2.v5.1	2977
Pavir.1NG022900.2.v5.1	2933
Pavir.1NG023000.1.v5.1	1554
Pavir.1NG023100.3.v5.1	2309
Pavir.1NG023200.1.v5.1	324
Pavir.1NG023300.1.v5.1	1910
Pavir.1NG023600.1.v5.1	1767
Pavir.1NG023900.2.v5.1	1077
Pavir.1NG023936.1.v5.1	1314
Pavir.1NG023972.1.v5.1	360
Pavir.1NG024000.1.v5.1	3403
Pavir.1NG024056.1.v5.1	2594
Pavir.1NG024200.2.v5.1	7128
Pavir.1NG024236.3.v5.1	2223
Pavir.1NG024300.1.v5.1	507
Pavir.1NG024400.2.v5.1	369
Pavir.1NG024436.1.v5.1	4298
Pavir.1NG024500.5.v5.1	1629
Pavir.1NG024600.1.v5.1	1020
Pavir.1NG024700.4.v5.1	3187
Pavir.1NG024800.1.v5.1	2689
Pavir.1NG025000.5.v5.1	1656
Pavir.1NG025100.7.v5.1	3274
Pavir.1NG025300.2.v5.1	1651
Pavir.1NG025400.1.v5.1	2247
Pavir.1NG025534.1.v5.1	1274
Pavir.1NG025600.1.v5.1	1278
Pavir.1NG025636.2.v5.1	4652
Pavir.1NG025700.1.v5.1	285
Pavir.1NG025800.1.v5.1	1173
Pavir.1NG025866.4.v5.1	3039
Pavir.1NG026300.1.v5.1	534
Pavir.1NG026400.6.v5.1	3789
Pavir.1NG026700.6.v5.1	4997
Pavir.1NG026736.1.v5.1	372
Pavir.1NG027000.1.v5.1	772
Pavir.1NG027036.1.v5.1	435
Pavir.1NG027100.3.v5.1	960
Pavir.1NG027200.9.v5.1	3839
Pavir.1NG027300.20.v5.1	5034
Pavir.1NG027400.3.v5.1	845
Pavir.1NG027500.1.v5.1	931
Pavir.1NG027600.2.v5.1	2728
Pavir.1NG027636.1.v5.1	267
Pavir.1NG027700.1.v5.1	773
Pavir.1NG027800.2.v5.1	558
Pavir.1NG027836.1.v5.1	490
Pavir.1NG028000.1.v5.1	666
Pavir.1NG028036.1.v5.1	2106
Pavir.1NG028072.1.v5.1	300
Pavir.1NG028200.15.v5.1	4178
Pavir.1NG028300.2.v5.1	1356
Pavir.1NG028312.1.v5.1	918
Pavir.1NG028400.2.v5.1	2174
Pavir.1NG028500.1.v5.1	2374
Pavir.1NG028600.3.v5.1	2615
Pavir.1NG028700.2.v5.1	995
Pavir.1NG028800.4.v5.1	2011
Pavir.1NG028900.4.v5.1	2122
Pavir.1NG029000.2.v5.1	1330
Pavir.1NG029100.2.v5.1	765
Pavir.1NG029200.1.v5.1	936
Pavir.1NG029300.2.v5.1	2698
Pavir.1NG029600.1.v5.1	549
Pavir.1NG029700.2.v5.1	447
Pavir.1NG029736.3.v5.1	4443
Pavir.1NG029900.1.v5.1	1185
Pavir.1NG030200.11.v5.1	2789
Pavir.1NG030400.2.v5.1	3007
Pavir.1NG030500.1.v5.1	2445
Pavir.1NG030600.1.v5.1	595
Pavir.1NG030700.1.v5.1	1467
Pavir.1NG030800.2.v5.1	1636
Pavir.1NG031090.1.v5.1	1349
Pavir.1NG031100.1.v5.1	884
Pavir.1NG031119.1.v5.1	1149
Pavir.1NG031200.2.v5.1	1591
Pavir.1NG031300.1.v5.1	1017
Pavir.1NG031500.2.v5.1	770
Pavir.1NG031519.1.v5.1	186
Pavir.1NG031600.4.v5.1	1428
Pavir.1NG031700.2.v5.1	1174
Pavir.1NG031800.1.v5.1	806
Pavir.1NG032100.1.v5.1	1352
Pavir.1NG032119.4.v5.1	2614
Pavir.1NG032138.1.v5.1	222
Pavir.1NG032300.1.v5.1	1909
Pavir.1NG032305.4.v5.1	4422
Pavir.1NG032319.1.v5.1	1689
Pavir.1NG032500.2.v5.1	930
Pavir.1NG032519.1.v5.1	1344
Pavir.1NG032605.1.v5.1	2388
Pavir.1NG032900.1.v5.1	3740
Pavir.1NG033000.1.v5.1	2366
Pavir.1NG033100.1.v5.1	6337
Pavir.1NG033400.4.v5.1	4292
Pavir.1NG033600.1.v5.1	2547
Pavir.1NG033800.2.v5.1	1995
Pavir.1NG033900.2.v5.1	1692
Pavir.1NG034000.13.v5.1	2836
Pavir.1NG034100.1.v5.1	1462
Pavir.1NG034200.2.v5.1	2019
Pavir.1NG034400.3.v5.1	3031
Pavir.1NG034410.3.v5.1	1637
Pavir.1NG034600.1.v5.1	1103
Pavir.1NG034700.1.v5.1	1369
Pavir.1NG034800.1.v5.1	1551
Pavir.1NG035000.1.v5.1	570
Pavir.1NG035100.1.v5.1	2100
Pavir.1NG035300.1.v5.1	1246
Pavir.1NG035500.1.v5.1	2327
Pavir.1NG035505.2.v5.1	1880
Pavir.1NG035600.3.v5.1	2506
Pavir.1NG035700.2.v5.1	552
Pavir.1NG035900.2.v5.1	1578
Pavir.1NG035905.1.v5.1	657
Pavir.1NG036000.4.v5.1	4716
Pavir.1NG036100.1.v5.1	291
Pavir.1NG036200.2.v5.1	234
Pavir.1NG036300.1.v5.1	3435
Pavir.1NG036305.1.v5.1	819
Pavir.1NG036505.1.v5.1	582
Pavir.1NG036600.1.v5.1	2056
Pavir.1NG036700.1.v5.1	2638
Pavir.1NG036705.1.v5.1	3524
Pavir.1NG036800.1.v5.1	1737
Pavir.1NG036873.3.v5.1	6292
Pavir.1NG037000.3.v5.1	3156
Pavir.1NG037100.4.v5.1	861
Pavir.1NG037205.1.v5.1	303
Pavir.1NG037300.4.v5.1	8846
Pavir.1NG037400.1.v5.1	1758
Pavir.1NG037500.1.v5.1	1521
Pavir.1NG037600.1.v5.1	3117
Pavir.1NG037610.1.v5.1	840
Pavir.1NG038000.1.v5.1	2184
Pavir.1NG038100.1.v5.1	1718
Pavir.1NG038200.1.v5.1	1919
Pavir.1NG038208.1.v5.1	583
Pavir.1NG038300.1.v5.1	792
Pavir.1NG038305.1.v5.1	516
Pavir.1NG038400.1.v5.1	766
Pavir.1NG038508.1.v5.1	897
Pavir.1NG038600.1.v5.1	1365
Pavir.1NG038700.1.v5.1	1945
Pavir.1NG038900.3.v5.1	898
Pavir.1NG039000.2.v5.1	2438
Pavir.1NG039008.1.v5.1	828
Pavir.1NG039116.1.v5.1	1035
Pavir.1NG039224.1.v5.1	216
Pavir.1NG039310.1.v5.1	789
Pavir.1NG039332.1.v5.1	359
Pavir.1NG039400.1.v5.1	1218
Pavir.1NG039508.1.v5.1	321
Pavir.1NG039600.1.v5.1	1284
Pavir.1NG039616.2.v5.1	791
Pavir.1NG039700.1.v5.1	1847
Pavir.1NG039724.1.v5.1	621
Pavir.1NG039800.12.v5.1	2744
Pavir.1NG039832.2.v5.1	1579
Pavir.1NG039900.1.v5.1	1376
Pavir.1NG039940.1.v5.1	2457
Pavir.1NG040000.1.v5.1	800
Pavir.1NG040100.2.v5.1	954
Pavir.1NG040200.2.v5.1	958
Pavir.1NG040300.1.v5.1	2212
Pavir.1NG040400.2.v5.1	1692
Pavir.1NG040410.1.v5.1	126
Pavir.1NG040500.4.v5.1	3732
Pavir.1NG040600.6.v5.1	2148
Pavir.1NG040700.1.v5.1	1318
Pavir.1NG040800.4.v5.1	593
Pavir.1NG040900.1.v5.1	252
Pavir.1NG041000.2.v5.1	705
Pavir.1NG041100.1.v5.1	1641
Pavir.1NG041200.8.v5.1	2107
Pavir.1NG041300.2.v5.1	2322
Pavir.1NG041400.8.v5.1	1391
Pavir.1NG041408.1.v5.1	522
Pavir.1NG041500.1.v5.1	1053
Pavir.1NG041700.3.v5.1	1543
Pavir.1NG042000.2.v5.1	545
Pavir.1NG042108.1.v5.1	562
Pavir.1NG042200.1.v5.1	2171
Pavir.1NG042216.1.v5.1	515
Pavir.1NG042300.1.v5.1	996
Pavir.1NG042308.1.v5.1	780
Pavir.1NG042324.1.v5.1	786
Pavir.1NG042400.1.v5.1	1283
Pavir.1NG042416.1.v5.1	573
Pavir.1NG042500.2.v5.1	1755
Pavir.1NG042515.2.v5.1	3009
Pavir.1NG042524.1.v5.1	676
Pavir.1NG042600.1.v5.1	1882
Pavir.1NG042700.1.v5.1	921
Pavir.1NG042800.1.v5.1	962
Pavir.1NG042900.4.v5.1	1963
Pavir.1NG043000.2.v5.1	1356
Pavir.1NG043200.3.v5.1	6469
Pavir.1NG043400.1.v5.1	973
Pavir.1NG043500.1.v5.1	1738
Pavir.1NG043700.1.v5.1	1311
Pavir.1NG043800.1.v5.1	804
Pavir.1NG043808.1.v5.1	561
Pavir.1NG043908.1.v5.1	940
Pavir.1NG043916.1.v5.1	1131
Pavir.1NG044000.3.v5.1	1750
Pavir.1NG044100.1.v5.1	2467
Pavir.1NG044108.1.v5.1	210
Pavir.1NG044216.1.v5.1	213
Pavir.1NG044300.1.v5.1	1708
Pavir.1NG044500.1.v5.1	222
Pavir.1NG044600.1.v5.1	213
Pavir.1NG044620.1.v5.1	758
Pavir.1NG045100.2.v5.1	930
Pavir.1NG045200.1.v5.1	478
Pavir.1NG045208.1.v5.1	474
Pavir.1NG045300.3.v5.1	1348
Pavir.1NG045316.1.v5.1	231
Pavir.1NG045600.4.v5.1	1439
Pavir.1NG045700.1.v5.1	1359
Pavir.1NG045800.1.v5.1	990
Pavir.1NG045808.1.v5.1	1671
Pavir.1NG045916.1.v5.1	638
Pavir.1NG046000.4.v5.1	1720
Pavir.1NG046108.1.v5.1	843
Pavir.1NG046200.1.v5.1	312
Pavir.1NG046216.1.v5.1	1630
Pavir.1NG046300.3.v5.1	1884
Pavir.1NG046308.1.v5.1	762
Pavir.1NG046400.3.v5.1	1768
Pavir.1NG046500.2.v5.1	1718
Pavir.1NG046600.1.v5.1	777
Pavir.1NG046725.7.v5.1	3215
Pavir.1NG046800.2.v5.1	330
Pavir.1NG046900.1.v5.1	715
Pavir.1NG047000.1.v5.1	1267
Pavir.1NG047100.7.v5.1	3182
Pavir.1NG047200.1.v5.1	1269
Pavir.1NG047300.1.v5.1	2248
Pavir.1NG047400.4.v5.1	1949
Pavir.1NG047500.1.v5.1	795
Pavir.1NG047608.1.v5.1	738
Pavir.1NG047700.2.v5.1	582
Pavir.1NG047800.7.v5.1	1852
Pavir.1NG048000.2.v5.1	3459
Pavir.1NG048100.2.v5.1	801
Pavir.1NG048200.1.v5.1	841
Pavir.1NG048300.6.v5.1	2376
Pavir.1NG048400.1.v5.1	1753
Pavir.1NG048600.2.v5.1	1543
Pavir.1NG048700.1.v5.1	2338
Pavir.1NG048800.2.v5.1	1224
Pavir.1NG049000.1.v5.1	1270
Pavir.1NG049100.2.v5.1	2175
Pavir.1NG049200.3.v5.1	1674
Pavir.1NG049300.1.v5.1	2023
Pavir.1NG049400.2.v5.1	1675
Pavir.1NG049500.6.v5.1	1618
Pavir.1NG049700.1.v5.1	1434
Pavir.1NG049800.5.v5.1	876
Pavir.1NG049808.1.v5.1	360
Pavir.1NG049900.1.v5.1	2498
Pavir.1NG050500.6.v5.1	2535
Pavir.1NG050608.2.v5.1	1980
Pavir.1NG050800.3.v5.1	1269
Pavir.1NG050900.1.v5.1	2736
Pavir.1NG050908.1.v5.1	1125
Pavir.1NG051000.1.v5.1	3211
Pavir.1NG051100.1.v5.1	2619
Pavir.1NG051200.1.v5.1	2987
Pavir.1NG051208.1.v5.1	638
Pavir.1NG051300.1.v5.1	1367
Pavir.1NG051316.1.v5.1	324
Pavir.1NG051400.2.v5.1	488
Pavir.1NG051600.1.v5.1	1059
Pavir.1NG051700.3.v5.1	2085
Pavir.1NG051708.1.v5.1	310
Pavir.1NG051800.3.v5.1	1802
Pavir.1NG051808.1.v5.1	5009
Pavir.1NG051916.1.v5.1	2709
Pavir.1NG052000.1.v5.1	1895
Pavir.1NG052100.1.v5.1	1984
Pavir.1NG052108.1.v5.1	333
Pavir.1NG052200.2.v5.1	1689
Pavir.1NG052208.1.v5.1	951
Pavir.1NG052216.1.v5.1	459
Pavir.1NG052300.1.v5.1	1710
Pavir.1NG052324.1.v5.1	1214
Pavir.1NG052408.1.v5.1	1627
Pavir.1NG052432.1.v5.1	1442
Pavir.1NG052500.1.v5.1	1479
Pavir.1NG052600.1.v5.1	1827
Pavir.1NG052700.1.v5.1	1936
Pavir.1NG052900.2.v5.1	646
Pavir.1NG053100.1.v5.1	797
Pavir.1NG053200.1.v5.1	1751
Pavir.1NG053300.2.v5.1	1779
Pavir.1NG053400.1.v5.1	1906
Pavir.1NG053500.1.v5.1	1031
Pavir.1NG053600.1.v5.1	3191
Pavir.1NG053700.1.v5.1	1388
Pavir.1NG053800.1.v5.1	963
Pavir.1NG053900.2.v5.1	1744
Pavir.1NG054300.3.v5.1	1390
Pavir.1NG054400.1.v5.1	2020
Pavir.1NG054600.3.v5.1	210
Pavir.1NG054700.1.v5.1	1483
Pavir.1NG054800.1.v5.1	2355
Pavir.1NG054900.3.v5.1	1756
Pavir.1NG055000.2.v5.1	1570
Pavir.1NG055100.4.v5.1	5897
Pavir.1NG055200.1.v5.1	583
Pavir.1NG055300.1.v5.1	2523
Pavir.1NG055500.2.v5.1	1024
Pavir.1NG055600.2.v5.1	633
Pavir.1NG055700.1.v5.1	1084
